idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040103IND02;01;2018;71102;Smederevska Palanka;58250;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71129;Sokobanja;60313;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71137;Surdulica;58708;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71145;Užice;66706;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71153;Topola;55188;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71161;Trgovište;59773;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71170;Trstenik;55781;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71188;Tutin;55984;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71196;Ćićevac;51844;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71200;Ćuprija;56400;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71218;Ub;64394;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71226;Crna Trava;55086;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71234;Čajetina;54836;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71242;Čačak;60253;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71269;Šabac;61662;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71277;Lapovo;55715;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71285;Niška Banja;52708;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71293;Surčin;61615;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71307;Pantelej;60627;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71315;Crveni Krst;56516;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71323;Palilula (Niš);59902;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71331;Medijana;72329;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71340;Kostolac;90040;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71358;Vranjska Banja;49780;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;71366;Sevojno;65970;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;79022;Grad Niš;64787;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;79049;Grad Požarevac;74443;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;79057;Grad Vranje;58932;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;79065;Grad Užice;66685;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80012;Ada;59938;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80039;Alibunar;58764;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80047;Apatin;58983;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80055;Bač;52854;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80063;Bačka Palanka;66156;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80071;Bačka Topola;59448;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80080;Bački Petrovac;57129;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80098;Bela Crkva;57296;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80101;Beočin;59817;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;80110;Bečej;59222;RSD;RSD;SORS;Average gross earnings;A;Normal value
